2.000000000000000000e+00 4.766381234810346257e-02 3.727026197488609270e-03 7.782593705878755319e-01 3.621231127909472214e-01
2.500000000000000000e+00 6.329248777222351574e-02 4.349555621298511511e-03 7.870909610978373827e-01 3.870171810145083824e-01
3.000000000000000000e+00 1.256649736299837450e-01 6.180838461115317935e-03 7.840012960485949201e-01 5.336466773673943509e-01
3.500000000000000000e+00 1.204120796797516491e-01 6.961105159054021239e-03 7.850291244389793199e-01 5.594457039675075904e-01
4.000000000000000000e+00 1.798881818636246521e-01 8.939614374768100474e-03 7.849522539741220495e-01 6.937996500061366367e-01
4.500000000000000000e+00 1.762941353916859244e-01 9.844795237058393683e-03 7.847739961077474513e-01 7.322274820073245705e-01
5.000000000000000000e+00 2.254502206373021345e-01 1.200146278601116855e-02 7.851122944819470817e-01 8.590005049422474448e-01
5.500000000000000000e+00 2.404197277713838732e-01 1.355375385817769382e-02 7.848780359050813171e-01 9.305419620981025819e-01
6.000000000000000000e+00 2.798571130053595368e-01 1.542913268483588930e-02 7.850730195137156642e-01 1.027737098834115015e+00
6.500000000000000000e+00 3.009212225934809748e-01 1.750997974275528279e-02 7.850051100819827044e-01 1.122501479041927208e+00
7.000000000000000000e+00 3.293019889558039814e-01 1.941853601450876585e-02 7.850426664362470941e-01 1.206230364768029029e+00
7.500000000000000000e+00 3.580816715807955131e-01 2.240511784101444775e-02 7.850550286616161388e-01 1.327822218197685089e+00
8.000000000000000000e+00 3.880802333548274419e-01 2.442762885619120458e-02 7.850412073688882719e-01 1.419408802367218003e+00
8.500000000000000000e+00 3.671037777354326792e-01 2.762519407716438821e-02 7.850623590233952731e-01 1.535299914045454850e+00
9.000000000000000000e+00 3.821308742759570443e-01 2.985232263887684784e-02 7.850418323721645164e-01 1.628373098676239916e+00
9.500000000000000000e+00 3.714449752546115091e-01 3.275845800737012953e-02 7.850471971531624016e-01 1.730426294484043170e+00
1.000000000000000000e+01 4.192866075069190401e-01 3.535171099039068066e-02 7.850287282742531847e-01 1.828563517186932996e+00
1.050000000000000000e+01 3.795609098013058569e-01 3.938874544917397164e-02 7.850271781545483663e-01 1.959545032473641424e+00
1.100000000000000000e+01 4.088584103895169797e-01 4.154285548594465610e-02 7.850182247176253902e-01 2.034687646588005272e+00
1.150000000000000000e+01 4.017167577040468007e-01 4.664771578200451602e-02 7.849943814371652673e-01 2.183421947333162638e+00
1.200000000000000000e+01 4.379775758034440969e-01 5.031059299371009458e-02 7.850015082578583048e-01 2.290304431390962403e+00
1.250000000000000000e+01 4.301266129438929831e-01 5.472268507251793618e-02 7.849608568360293415e-01 2.409073122429413960e+00
1.300000000000000000e+01 4.134422142003284506e-01 5.828949269642107189e-02 7.849738592978421359e-01 2.515860060974558277e+00
1.350000000000000000e+01 3.786258112333029668e-01 6.349690058950689664e-02 7.849379409798035168e-01 2.634484055768655963e+00
1.400000000000000000e+01 4.168856525889559350e-01 6.764833395741629007e-02 7.849409103111232300e-01 2.730410930316835572e+00
1.450000000000000000e+01 3.328029793684298410e-01 7.050648740589582353e-02 7.849212242756895552e-01 2.826147329616636394e+00
1.500000000000000000e+01 3.375536122088851343e-01 7.620050486947752000e-02 7.849085305836138726e-01 2.945298254998544696e+00
1.550000000000000000e+01 3.387918317079974262e-01 8.085017814541452241e-02 7.848939573412697657e-01 3.064262018914850394e+00
1.600000000000000000e+01 3.183793323958070687e-01 8.628446128979064267e-02 7.848719508631186725e-01 3.178275396200321179e+00
1.650000000000000000e+01 2.582206926754889720e-01 9.190536534731849616e-02 7.848613855901519498e-01 3.318816574871229719e+00
1.700000000000000000e+01 3.004594199961578838e-01 9.629913316954452629e-02 7.848469413618704982e-01 3.402952512364754600e+00
1.750000000000000000e+01 2.965852397187412892e-01 1.023116752797447321e-01 7.848372256414060111e-01 3.538803020467440330e+00
1.800000000000000000e+01 3.338989710132533872e-01 1.038553217083913183e-01 7.848253545700134559e-01 3.601378274017468684e+00
1.850000000000000000e+01 3.500693544703240567e-01 1.097863653554684016e-01 7.848180311715958757e-01 3.738470429350382762e+00
1.900000000000000000e+01 3.071182009927486689e-01 1.182869095043654895e-01 7.848067598088337427e-01 3.900615605312728551e+00
1.950000000000000000e+01 3.176610791816727453e-01 1.239893394715770591e-01 7.847961695339381594e-01 3.993906306225950775e+00
2.000000000000000000e+01 3.154270715409523973e-01 1.298225800666744922e-01 7.847950487378948514e-01 4.113912514167556544e+00
