2.000000000000000000e+00 1.145404737859294642e-01 3.582112667799432215e-03 7.885591606607524895e-01 4.569399965874688108e-01
2.500000000000000000e+00 1.658901836172566036e-01 4.583322091498088537e-03 7.969469547264595999e-01 5.419933160146339635e-01
3.000000000000000000e+00 2.505756904525919815e-01 6.138949015303672707e-03 7.939977134266077430e-01 6.839286820482254337e-01
3.500000000000000000e+00 2.603602235554473010e-01 7.118009770084847247e-03 7.948929928044280446e-01 7.425149096916540126e-01
4.000000000000000000e+00 3.523708872690960447e-01 8.917305330718900552e-03 7.949297872773223306e-01 8.880692446550688679e-01
4.500000000000000000e+00 3.540732721390021931e-01 9.878906392944952417e-03 7.946058547240931746e-01 9.394314801763730127e-01
5.000000000000000000e+00 4.351099512636458222e-01 1.155433746905029299e-02 7.950544682446248901e-01 1.062173351662840659e+00
5.500000000000000000e+00 4.421592357860861799e-01 1.276322958211642024e-02 7.947233959226801536e-01 1.133581986728384949e+00
6.000000000000000000e+00 5.092610346321428949e-01 1.444220216698777030e-02 7.949905605512596063e-01 1.244172333817615828e+00
6.500000000000000000e+00 5.123796451976796451e-01 1.534657192202823484e-02 7.948117610818932199e-01 1.292505295443571400e+00
7.000000000000000000e+00 5.599655740758406886e-01 1.734710753084889659e-02 7.949362076681332212e-01 1.416238416966720370e+00
7.500000000000000000e+00 5.547907482945507729e-01 1.842236112100881576e-02 7.948624777532343755e-01 1.475801833171672683e+00
8.000000000000000000e+00 5.828453908171411513e-01 1.983465662074378882e-02 7.949196444190910205e-01 1.559151788981155695e+00
8.500000000000000000e+00 5.735952964749734262e-01 2.121100859429326038e-02 7.948758068420717082e-01 1.637348977228147096e+00
9.000000000000000000e+00 5.889092201638654878e-01 2.330534001190410695e-02 7.948956533410211911e-01 1.745061932718057651e+00
9.500000000000000000e+00 5.815432722458944159e-01 2.496672107604905322e-02 7.948874511370225271e-01 1.830936502645491126e+00
1.000000000000000000e+01 5.893931001403007741e-01 2.669924849705172104e-02 7.948711777590564687e-01 1.916204473880446457e+00
1.050000000000000000e+01 5.908072992381564470e-01 2.839287034650661221e-02 7.948759929536112212e-01 1.994638633657193072e+00
1.100000000000000000e+01 5.765670547227710330e-01 3.065676265980043017e-02 7.948699584893268444e-01 2.094207602991060124e+00
1.150000000000000000e+01 5.566080700908224710e-01 3.144826044256949366e-02 7.948651259259258417e-01 2.131937197326766231e+00
1.200000000000000000e+01 5.915536940196446380e-01 3.497255014426535469e-02 7.948668189994004818e-01 2.295920742639248502e+00
1.250000000000000000e+01 5.468653632376835327e-01 3.693985741764817948e-02 7.948576769189442670e-01 2.367445239518527256e+00
1.300000000000000000e+01 5.880272381787809977e-01 3.895219318353321941e-02 7.948633900060937396e-01 2.457299837375231721e+00
1.350000000000000000e+01 5.608927031155078735e-01 4.123985662134743019e-02 7.948652259254199715e-01 2.549155433592368070e+00
1.400000000000000000e+01 5.508386989371896192e-01 4.327633275822902192e-02 7.948676924986209924e-01 2.636290851552013148e+00
1.450000000000000000e+01 5.504083038681790718e-01 4.570241555840547087e-02 7.948679111033762901e-01 2.738645717220832942e+00
1.500000000000000000e+01 5.091902798782910189e-01 4.787010602870722664e-02 7.948683595134298230e-01 2.820341583131654950e+00
1.550000000000000000e+01 4.888512727492860810e-01 4.950660396018965320e-02 7.948677598579041437e-01 2.896229380536952558e+00
1.600000000000000000e+01 5.235104481990902059e-01 5.418277659514706551e-02 7.948781834638315447e-01 3.052575614922198977e+00
1.650000000000000000e+01 4.299983048556503817e-01 5.605296507080916729e-02 7.948610890858888167e-01 3.136390715401992324e+00
1.700000000000000000e+01 4.563422306656765848e-01 5.919171098431315337e-02 7.948705407690610514e-01 3.256359262948191891e+00
1.750000000000000000e+01 4.302789150860797385e-01 6.479909414391334110e-02 7.948617618374032023e-01 3.445091447323868294e+00
1.800000000000000000e+01 4.428401773885273229e-01 6.945971914969197025e-02 7.948657038490567484e-01 3.604353715982010264e+00
1.850000000000000000e+01 3.809742876943775780e-01 7.141944228734374567e-02 7.948656852574401688e-01 3.683801859265726009e+00
1.900000000000000000e+01 4.104007761696029100e-01 7.672548049863632535e-02 7.948629121024050059e-01 3.873389311776705313e+00
1.950000000000000000e+01 3.568159881673943490e-01 7.930307336227349069e-02 7.948741772580517617e-01 3.973382448297577696e+00
2.000000000000000000e+01 3.891186168505811338e-01 8.144603241509436320e-02 7.948659904053729797e-01 4.080456918664575383e+00
