0.779415	0.779875	0.781502	0.777622
0.778832	0.776072	0.778897	0.783330
0.780902	0.782660	0.777921	0.778783
0.778033	0.778444	0.779437	0.782345
0.777998	0.782074	0.781547	0.780833
0.780557	0.780365	0.779712	0.778082
0.778542	0.779125	0.779840	0.778046
0.776897	0.780585	0.777385	0.776416
0.778796	0.778540	0.776336	0.774692
0.780027	0.777306	0.777567	0.776684
0.780749	0.779034	0.778077	0.779372
0.778681	0.781297	0.780841	0.779292
0.777395	0.779917	0.777955	0.778626
0.776707	0.777819	0.776811	0.777875
0.783610	0.782989	0.780432	0.780914
0.780095	0.780685	0.782470	0.779662
0.781571	0.779582	0.780228	0.779689
0.778742	0.774205	0.782914	0.781624
0.775972	0.779723	0.779317	0.778540
0.782269	0.778557	0.781920	0.778673
0.776403	0.779212	0.778200	0.775643
0.778183	0.779313	0.778920	0.779099
0.778571	0.778757	0.778792	0.777748
0.777851	0.777620	0.782473	0.781459
0.779501	0.781148	0.781778	0.781013
0.778601	0.780404	0.778485	0.778862
0.780807	0.778725	0.778513	0.776917
0.774093	0.775490	0.775232	0.775871
0.778465	0.780524	0.777053	0.778236
0.778856	0.781933	0.780048	0.781330
0.779095	0.778267	0.770572	0.772042
0.778693	0.777605	0.777116	0.778143
0.778268	0.778549	0.774920	0.776379
0.776178	0.775138	0.776298	0.775535
0.779733	0.781502	0.777636	0.778230
0.780161	0.779069	0.778924	0.780352
0.782022	0.781452	0.782081	0.782114
0.779761	0.781825	0.779020	0.779072
0.778331	0.775899	0.778776	0.777268
0.778958	0.780540	0.777500	0.776760
0.778670	0.779258	0.781227	0.778202
0.778692	0.782505	0.779816	0.782176
0.781108	0.780186	0.781049	0.780088
0.778186	0.777386	0.777521	0.776351
0.781268	0.779871	0.781093	0.780266
0.780645	0.781685	0.781400	0.782040
0.778457	0.778492	0.780989	0.778277
0.777097	0.777174	0.779960	0.780620
0.783141	0.779953	0.782044	0.780493
0.776883	0.778881	0.780052	0.776803
0.779390	0.779445	0.776826	0.776991
0.780384	0.780152	0.779042	0.777973
0.779954	0.780511	0.781813	0.780862
0.777820	0.780514	0.779584	0.776849
0.776863	0.780217	0.779773	0.779835
0.779761	0.780163	0.781493	0.782053
0.782147	0.779498	0.778248	0.777963
0.779362	0.780985	0.779368	0.776594
0.778017	0.782005	0.780496	0.784136
0.777470	0.779941	0.777373	0.778898
0.779803	0.782386	0.780051	0.777216
0.775372	0.779335	0.776407	0.778640
0.779581	0.779444	0.779880	0.780846
0.778423	0.777939	0.776845	0.775574
0.782187	0.782180	0.783440	0.781862
0.775029	0.777037	0.776926	0.777302
0.778010	0.779815	0.778333	0.779075
0.776458	0.776774	0.777375	0.777147
0.775102	0.776489	0.775318	0.776423
0.779824	0.782651	0.779109	0.781893
0.774695	0.775233	0.777353	0.777130
0.783569	0.780282	0.780086	0.777333
0.775743	0.777750	0.777154	0.775558
0.776342	0.777106	0.778217	0.776650
0.776994	0.776680	0.781289	0.779942
0.779366	0.778766	0.781086	0.780047
0.778379	0.779560	0.776083	0.776401
0.778703	0.781591	0.779823	0.780509
0.776708	0.777734	0.777005	0.778301
0.775915	0.778739	0.775502	0.777619
0.781766	0.779514	0.783127	0.781844
0.778913	0.779393	0.781196	0.781906
0.777590	0.777396	0.778554	0.776099
0.777626	0.777451	0.778149	0.778567
0.777875	0.777416	0.778012	0.777960
0.774529	0.774896	0.777682	0.775594
0.781205	0.780746	0.780529	0.780893
0.781928	0.779683	0.784964	0.780768
0.777917	0.779345	0.779936	0.778296
0.779404	0.779098	0.778393	0.776340
0.780985	0.782879	0.778254	0.778430
0.774776	0.778614	0.774349	0.777495
0.778059	0.779149	0.777584	0.777401
0.776496	0.776110	0.777665	0.777032
0.777364	0.777962	0.775343	0.775766
0.778799	0.776710	0.779840	0.778886
0.777138	0.778419	0.777036	0.776327
0.779276	0.777912	0.780981	0.780193
0.778405	0.779352	0.779945	0.782656
0.780439	0.781250	0.781287	0.781328
0.777837	0.776618	0.778468	0.778425
0.778304	0.781020	0.781125	0.782519
0.783493	0.781822	0.780059	0.779435
0.780512	0.781890	0.783093	0.781640
0.782197	0.779510	0.780890	0.777813
0.783472	0.778929	0.784140	0.779645
0.774958	0.778442	0.780063	0.777950
0.783487	0.784351	0.783606	0.783868
0.775116	0.779954	0.776795	0.777509
0.777096	0.781627	0.778623	0.781800
0.775852	0.778079	0.778716	0.779228
0.778248	0.781596	0.776725	0.779625
0.779023	0.777498	0.777903	0.779428
0.777724	0.781419	0.783486	0.782879
0.776199	0.778268	0.776504	0.777070
0.778820	0.780042	0.776580	0.776553
0.780891	0.780710	0.781724	0.779860
0.778303	0.779896	0.776516	0.777618
0.778264	0.781695	0.776724	0.775054
0.783630	0.778909	0.782740	0.780159
0.778201	0.781603	0.779243	0.781510
0.778449	0.779391	0.779263	0.780621
0.778610	0.776795	0.778708	0.778547
0.777710	0.776995	0.779614	0.778324
0.780663	0.777825	0.779177	0.776381
0.777612	0.774563	0.779362	0.777512
0.779920	0.781431	0.778081	0.778923
0.776332	0.778062	0.776347	0.777676
0.777033	0.776787	0.776614	0.777920
0.779481	0.779627	0.780015	0.779839
0.781131	0.779746	0.779001	0.777422
0.778853	0.781104	0.779794	0.779343
0.779355	0.778315	0.779653	0.775601
0.778227	0.780211	0.778352	0.779809
0.777998	0.781197	0.777281	0.779477
0.778067	0.777881	0.776670	0.776637
0.781447	0.783725	0.781155	0.782336
0.779240	0.779450	0.777720	0.776845
0.775880	0.775134	0.776345	0.775071
0.778626	0.776907	0.778206	0.777817
0.779518	0.778318	0.779076	0.779119
0.776203	0.776506	0.777040	0.776230
0.780253	0.776347	0.778176	0.778713
0.782499	0.783380	0.781877	0.782195
0.776329	0.777496	0.776673	0.776349
0.779049	0.782766	0.779738	0.778611
0.778070	0.779871	0.778615	0.780189
0.777668	0.780520	0.779433	0.780360
0.777996	0.778577	0.778635	0.775332
0.777275	0.777175	0.778878	0.780901
0.778844	0.780171	0.779487	0.781994
0.778750	0.779355	0.769889	0.771175
0.780095	0.778202	0.779100	0.777738
0.777098	0.781466	0.779889	0.783006
0.777188	0.777455	0.778009	0.778358
0.775750	0.776815	0.774860	0.775328
0.781271	0.780663	0.779458	0.781807
0.782054	0.781464	0.779453	0.779201
0.777591	0.776716	0.777080	0.778548
0.777363	0.780109	0.780131	0.779692
0.779111	0.778156	0.778311	0.778534
0.776977	0.778990	0.782201	0.783934
0.780728	0.780231	0.778702	0.778698
0.780364	0.779246	0.778462	0.776075
0.780962	0.780046	0.781039	0.781225
0.778592	0.778256	0.778789	0.777815
0.781972	0.780511	0.782741	0.784044
0.779857	0.779868	0.780682	0.780566
0.779325	0.778692	0.772441	0.771221
0.781509	0.781914	0.782424	0.781730
0.775948	0.776167	0.774311	0.777132
0.779411	0.781368	0.778994	0.781459
0.777335	0.780172	0.780508	0.781405
0.781122	0.780120	0.781063	0.779669
0.778380	0.778232	0.776087	0.775821
0.778266	0.779751	0.780966	0.778736
0.778446	0.778398	0.778670	0.778462
0.774763	0.776686	0.777000	0.775112
0.781439	0.779458	0.766864	0.769686
0.778143	0.777034	0.779674	0.777351
0.775171	0.775528	0.781742	0.781029
0.778485	0.776716	0.776603	0.776523
0.777205	0.777726	0.777029	0.777774
0.778665	0.778180	0.778213	0.777444
0.781012	0.783408	0.778080	0.778594
0.779822	0.775274	0.779620	0.776873
0.781023	0.780115	0.781289	0.780857
0.777227	0.775997	0.776725	0.776661
0.779013	0.779209	0.776544	0.778634
0.782566	0.779559	0.781991	0.779581
0.781592	0.783865	0.781857	0.781048
0.777318	0.780557	0.777445	0.779683
0.778629	0.780112	0.777761	0.780374
0.778591	0.779890	0.777509	0.778037
0.777969	0.780277	0.778095	0.779016
0.781973	0.780861	0.779708	0.778732
0.779435	0.780951	0.780108	0.779718
0.779674	0.780695	0.781127	0.781620
0.780162	0.776583	0.777948	0.778552
0.778624	0.779249	0.780222	0.778456
0.779581	0.779632	0.783894	0.782606
0.775693	0.778571	0.778506	0.779282
0.783663	0.779675	0.781290	0.779223
0.777549	0.779298	0.778990	0.777820
0.775940	0.776605	0.780387	0.777431
0.776966	0.774125	0.783573	0.781630
0.774880	0.778806	0.776741	0.777554
0.778490	0.778764	0.780460	0.780393
0.778344	0.781159	0.781386	0.783343
0.776287	0.779055	0.777210	0.776789
0.781082	0.778559	0.781372	0.779335
0.778863	0.778465	0.781443	0.780169
0.778715	0.778352	0.778177	0.778409
0.778119	0.777296	0.777989	0.778896
0.776965	0.779572	0.776769	0.779473
0.779810	0.777646	0.776779	0.776947
0.769392	0.776030	0.778479	0.781245
0.776274	0.777228	0.776598	0.777283
0.778392	0.781500	0.779805	0.781109
0.779883	0.779993	0.779508	0.779419
0.776132	0.777855	0.778492	0.778700
0.777870	0.776018	0.779218	0.778098
0.776922	0.779165	0.778038	0.779622
0.779403	0.782064	0.780952	0.782432
0.779878	0.780317	0.780529	0.779724
0.781448	0.779094	0.782032	0.778990
0.779980	0.782097	0.778859	0.781166
0.777488	0.775573	0.776476	0.774934
0.781904	0.779306	0.782290	0.779421
0.778220	0.777136	0.776922	0.775090
0.776435	0.779530	0.777579	0.779334
0.780565	0.780496	0.781243	0.780031
0.780248	0.779479	0.779146	0.775860
0.774057	0.777229	0.776634	0.777911
0.775660	0.774279	0.779503	0.779771
0.778477	0.778206	0.777872	0.777260
0.780357	0.780100	0.780189	0.779535
0.783610	0.783945	0.779986	0.783560
0.781425	0.780735	0.781771	0.779942
0.779481	0.775956	0.780800	0.777048
0.779490	0.778345	0.779219	0.778530
0.779804	0.780628	0.779438	0.780022
0.777997	0.777009	0.777510	0.778584
0.777916	0.777936	0.776890	0.777057
0.779786	0.779661	0.780640	0.779676
0.777266	0.779810	0.778639	0.776459
0.781187	0.782262	0.780968	0.779084
0.781267	0.780497	0.781749	0.781928
0.778185	0.782265	0.778989	0.780951
0.778827	0.776888	0.780172	0.777330
0.780653	0.780010	0.780057	0.777645
0.779091	0.776175	0.777856	0.776672
0.776992	0.778232	0.775142	0.776626
0.778166	0.778981	0.778173	0.778908
0.779279	0.776079	0.777489	0.776807
0.777835	0.778715	0.781091	0.778082
0.778074	0.777746	0.778884	0.777886
0.781503	0.780631	0.781736	0.780463
0.779586	0.780441	0.776837	0.775262
0.783069	0.779069	0.782406	0.780583
0.779692	0.779643	0.778692	0.779303
0.776839	0.776751	0.779047	0.778474
0.777314	0.777544	0.777988	0.776280
0.776110	0.778410	0.778144	0.780171
0.780739	0.779437	0.780849	0.782780
0.778691	0.780483	0.778183	0.781709
0.778242	0.777771	0.779386	0.777817
0.779465	0.777602	0.780430	0.779529
0.778044	0.777886	0.781595	0.781751
0.778398	0.779833	0.777939	0.776801
0.778227	0.777203	0.778894	0.775984
0.781857	0.780428	0.779534	0.777616
0.779298	0.778755	0.778936	0.782254
0.784117	0.783080	0.782009	0.781973
0.779009	0.778273	0.778190	0.779266
0.780076	0.780790	0.776996	0.776785
0.782568	0.781269	0.779535	0.781064
0.781165	0.780634	0.781301	0.778859
0.777104	0.776528	0.777732	0.777732
0.775837	0.776252	0.778390	0.777191
0.781759	0.778396	0.781508	0.779751
0.781479	0.781773	0.781889	0.781128
0.780747	0.780345	0.778724	0.782187
0.779538	0.779253	0.781006	0.779546
0.783200	0.780348	0.779944	0.779166
0.778989	0.778319	0.780471	0.778835
0.775512	0.777045	0.778230	0.776872
0.777513	0.776887	0.778197	0.775680
0.766569	0.771453	0.781043	0.781309
0.775005	0.777780	0.776531	0.777942
0.779256	0.777537	0.783081	0.781409
0.778814	0.776071	0.778818	0.776407
0.781100	0.778148	0.779998	0.778220
0.778199	0.780238	0.778264	0.778966
0.782206	0.781884	0.780142	0.777666
0.779257	0.781041	0.777295	0.778222
0.776708	0.778396	0.776563	0.776967
0.776426	0.777897	0.780961	0.777940
0.782728	0.781263	0.781482	0.778882
0.781324	0.777537	0.781604	0.781132
0.778254	0.780352	0.781670	0.779519
0.776973	0.776066	0.777723	0.778643
0.777280	0.777225	0.779726	0.778441
0.776152	0.777456	0.777843	0.780367
0.781503	0.779723	0.782548	0.779848
0.776012	0.781144	0.777054	0.780571
0.780234	0.779311	0.777735	0.779097
0.779625	0.780084	0.780722	0.781626
0.775052	0.777540	0.777371	0.775032
0.778838	0.779806	0.777225	0.778498
0.776764	0.778994	0.776540	0.777995
0.780439	0.783285	0.780081	0.780093
0.778126	0.778683	0.774525	0.777448
0.775906	0.777657	0.775707	0.776525
0.777497	0.776704	0.777917	0.775093
0.779418	0.777418	0.779898	0.777623
0.777873	0.775417	0.778162	0.776005
0.777358	0.780580	0.777309	0.780418
0.779295	0.777250	0.780701	0.777611
0.778585	0.780672	0.780328	0.781550
0.780407	0.779018	0.779221	0.779762
0.776918	0.780368	0.777235	0.779205
0.778905	0.779626	0.779658	0.779126
0.776005	0.776567	0.774329	0.774001
0.777902	0.778544	0.776089	0.776202
0.779508	0.779578	0.779620	0.777839
0.780954	0.777971	0.781679	0.778899
0.779197	0.781844	0.778973	0.781327
0.773617	0.777630	0.778747	0.781178
0.782081	0.779804	0.780703	0.778985
0.778422	0.779848	0.778213	0.778286
0.777448	0.779203	0.775172	0.776589
0.780423	0.777253	0.779709	0.777933
0.777541	0.780207	0.781294	0.782545
0.779179	0.776357	0.779353	0.777421
0.778382	0.776963	0.778456	0.777788
0.774917	0.778251	0.776121	0.778052
